Date,Time,Symbol,Company,Severity,Current_Price,Change_%,RSI,Volume_Ratio,Risk_Flags,Action_Required
2026-02-03,15:09,786,786,High,0,0,50,33244.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,786R,786R,High,0,0,50,198112.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AABS,AABS,High,0,0,50,61.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AASM,AASM,High,0,0,50,14500.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AATM,AATM,High,0,0,50,1168.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ABL,ABL,High,0,0,50,55241.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ABOT,ABOT,High,0,0,50,1768.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ACIETF,ACIETF,High,0,0,50,8000.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ACPL,ACPL,High,0,0,50,174112.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ADAMS,ADAMS,High,0,0,50,730.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ADMM,ADMM,High,0,0,50,153597.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AGHA,AGHA,High,0,0,50,2509086.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AGIC,AGIC,High,0,0,50,3074.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AGICR2,AGICR2,High,0,0,50,350180.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AGIL,AGIL,High,0,0,50,34130.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AGL,AGL,High,0,0,50,348365.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AGLNCPS,AGLNCPS,High,0,0,50,406.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AGP,AGP,High,0,0,50,68181.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AGSML,AGSML,High,0,0,50,140278.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AGTL,AGTL,High,0,0,50,34011.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AHCL,AHCL,High,0,0,50,1470094.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AHL,AHL,High,0,0,50,102015.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AICL,AICL,High,0,0,50,220692.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AIRLINK,AIRLINK,High,0,0,50,1102539.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AKBL,AKBL,High,0,0,50,1133659.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AKDHL,AKDHL,High,0,0,50,1044.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AKDSL,AKDSL,High,0,0,50,1022840.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AKGL,AKGL,High,0,0,50,1314.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ALAC,ALAC,High,0,0,50,85683.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ALIFE,ALIFE,High,0,0,50,2799.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ALNRS,ALNRS,High,0,0,50,7725.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ALTN,ALTN,High,0,0,50,295907.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AMBL,AMBL,High,0,0,50,21095.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AMTEX,AMTEX,High,0,0,50,172454.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ANL,ANL,High,0,0,50,485118.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ANSM,ANSM,High,0,0,50,15857.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ANTM,ANTM,High,0,0,50,120.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,APL,APL,High,0,0,50,33855.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ARCTM,ARCTM,High,0,0,50,1436.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ARPAK,ARPAK,High,0,0,50,30.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ARPL,ARPL,High,0,0,50,41871.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ARUJ,ARUJ,High,0,0,50,24012.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ASC,ASC,High,0,0,50,257566.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ASHT,ASHT,High,0,0,50,1675.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ASIC,ASIC,High,0,0,50,100.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ASL,ASL,High,0,0,50,1718550.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ASLCPS,ASLCPS,High,0,0,50,131.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ASLPS,ASLPS,High,0,0,50,5.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ASTL,ASTL,High,0,0,50,808339.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ASTM,ASTM,High,0,0,50,12291.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ATBA,ATBA,High,0,0,50,12453.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ATIL,ATIL,High,0,0,50,2339.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ATLH,ATLH,High,0,0,50,3887.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,ATRL,ATRL,High,0,0,50,832831.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AVN,AVN,High,0,0,50,2621587.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,AWTX,AWTX,High,0,0,50,11.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,BAFL,BAFL,High,0,0,50,3259074.0,Abnormal volume spike (3x avg),Review immediately
2026-02-03,15:09,BAFS,BAFS,High,0,0,50,237.0,Abnormal volume spike (3x avg),Review immediately
